Name,Started,Games,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,PlusMinus,DoubleDoubles,TripleDoubles,Team_ATL,Team_BKN,Team_BOS,Team_CHA,Team_CHI,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GS,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NO,Team_NY,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SA,Team_SAC,Team_TOR,Team_UTA,Team_WAS,Position_C,Position_PF,Position_PG,Position_SF,Position_SG
Landry Shamet,14,69,591,22,78.7,199.8,16.2,21.4,28.0,62.2,18.5,50.7,137.6,15.2,28.0,33.4,34.6,2.7,45.3,51.9,0.2,1.4,0.8,44.5,11.5,1.5,16.9,37.9,236.1,214.5,22.7,2.2,1.6,0.2,0.1,1.2,2.9,56.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Khyri Thomas,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robert Williams III,61,61,742,14,111.7,151.6,30.3,30.3,111.7,151.2,30.4,0.0,0.2,0.0,26.8,37.1,29.7,98.1,144.2,242.3,2.5,3.5,3.0,49.9,23.1,55.2,26.0,56.4,250.1,167.9,30.7,4.1,1.7000000000000002,0.30000000000000004,1.2,2.3,2.0,152.4,10.3,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gary Trent Jr.,68,70,1007,11,185.4,447.4,17.1,21.0,99.3,222.9,18.3,86.1,224.5,15.8,71.7,84.0,35.1,10.7,67.6,78.3,0.2,1.3,0.7000000000000001,58.1,50.7,3.1,29.3,59.3,528.6,484.4,22.5,2.9,1.5,0.4,0.1,1.0,3.7,70.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jevon Carter,3,66,373,1,40.4,104.2,15.9,21.3,13.2,34.2,15.9,27.2,70.0,16.0,2.5,3.1,34.3,2.4,39.6,45.3,0.30000000000000004,1.9,1.1,39.6,4.1,2.4,14.0,27.6,114.1,107.5,21.9,2.0,2.4,0.2,0.30000000000000004,2.0,2.4,-21.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
De'Anthony Melton,15,73,682,16,115.8,286.3,16.6,20.8,58.5,133.1,18.1,57.3,153.3,15.4,37.1,49.4,30.9,26.4,108.8,135.1,0.7000000000000001,2.9,1.8,79.9,42.8,16.1,46.1,52.7,325.9,308.1,21.8,3.1,2.7,0.5,0.4,2.2,3.6,91.1,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chimezie Metu,20,60,526,19,83.6,185.0,18.6,21.3,60.2,108.4,22.9,23.5,76.6,12.6,29.3,37.9,31.8,14.0,124.0,138.0,0.5,10.7,2.4,24.7,21.0,13.2,25.1,38.3,220.0,201.7,22.5,2.7,1.2,0.30000000000000004,0.4,1.9,3.2,-63.4,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jalen Brunson,61,79,1040,0,208.5,415.3,20.7,22.6,169.7,311.5,22.5,38.7,103.8,15.4,73.7,87.8,34.6,17.7,109.6,127.3,0.30000000000000004,2.0,1.2,155.3,27.2,0.5,51.1,62.2,529.4,453.9,24.0,3.3,10.0,0.2,0.0,1.7000000000000002,3.7,95.2,1.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shake Milton,6,55,486,10,71.3,166.0,17.7,19.8,53.6,111.2,19.8,17.7,54.8,13.3,25.1,30.1,34.4,12.4,46.1,58.5,0.5,1.8,1.1,57.3,11.5,2.9,18.1,40.8,185.4,179.3,21.3,2.4,3.0,0.2,0.2,1.6,3.1,-11.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sviatoslav Mykhailiuk,5,56,294,21,37.5,96.4,16.0,19.7,20.6,41.2,20.6,16.9,55.2,12.6,13.2,15.2,35.6,3.4,29.7,37.9,0.5,2.0,1.2,18.5,10.7,0.7000000000000001,13.2,22.2,105.1,103.1,21.0,1.9,1.5,0.30000000000000004,0.1,1.9,2.9,-32.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Moritz Wagner,3,63,394,20,81.2,163.2,20.5,23.9,54.0,80.3,27.7,27.2,82.8,13.5,42.8,53.1,33.2,17.3,78.3,95.6,0.8,3.6,2.2,35.8,3.4,2.2,23.1,50.7,232.4,186.5,25.7,3.7,2.6,0.2,0.2,1.9,3.9,-61.8,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
George King,0,4,3,2,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.7000000000000001,0.0,0.2,0.30000000000000004,20.6,0.0,0.8,0.8,0.0,12.0,2.5,0.0,0.0,0.0,0.2,0.7000000000000001,0.2,1.0,1.4,-4.7,0.0,0.0,0.0,2.5,2.8,-11.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alize Johnson,0,24,76,15,2.9,16.1,18.0,18.0,2.9,14.4,20.0,0.0,0.7000000000000001,0.0,1.2,2.0,24.0,11.5,13.6,25.1,2.8,3.4,3.1,1.5,0.8,0.0,2.0,3.1,16.9,18.2,19.0,1.9,1.1,0.2,0.0,3.6,2.2,-19.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bruce Brown,46,72,730,16,105.5,208.5,20.8,22.4,89.8,169.7,21.8,15.7,38.7,16.6,40.0,52.7,31.2,41.2,100.9,142.1,1.1,2.5,1.8,61.0,31.7,21.4,23.1,72.5,266.6,231.7,23.7,3.0,1.9,0.4,0.4,1.5,2.6,-19.4,0.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keita Bates-Diop,14,59,393,2,56.0,108.4,21.3,22.6,49.0,85.7,23.6,2.9,22.7,12.7,19.0,25.1,31.1,25.5,69.6,95.2,1.1,3.2,2.2,16.9,11.1,2.4,18.5,25.1,138.0,119.4,23.8,2.5,1.0,0.2,0.2,2.3,2.5,0.7000000000000001,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Drew Eubanks,31,71,512,21,91.1,152.9,24.6,24.9,89.0,143.4,25.6,0.8,3.9,3.7,40.8,53.6,31.4,53.6,103.8,157.4,1.9,3.9,2.9,35.0,12.8,16.5,33.4,50.3,225.0,176.4,26.3,3.5,1.9,0.2,0.5,2.7,3.0,-134.7,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Malik Newman,0,1,1,17,0.5,0.8,24.7,24.7,0.5,0.7000000000000001,30.9,0.0,0.2,0.0,0.30000000000000004,0.30000000000000004,41.2,0.0,0.2,0.2,0.0,2.4,1.2,0.2,0.0,0.0,0.2,0.0,1.4,1.0,27.5,14.4,12.3,0.0,0.0,2.5,16.5,0.2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kenrich Williams,0,49,441,11,60.2,130.6,19.0,21.6,43.3,80.8,22.1,16.9,49.9,14.0,12.4,22.7,22.5,30.9,59.7,90.6,1.2,2.4,1.8,44.5,18.1,1.7000000000000002,19.0,33.4,149.6,140.6,21.9,2.6,2.6,0.30000000000000004,0.1,2.0,2.7,10.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duncan Robinson,68,79,841,3,119.5,299.1,16.4,23.0,23.9,42.0,23.4,95.6,257.1,15.3,21.0,25.1,34.4,4.1,73.7,83.6,0.2,1.7000000000000002,1.0,53.1,17.3,2.4,24.7,82.8,355.6,310.2,23.6,2.2,1.6,0.2,0.1,1.3,3.0,43.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yuta Watanabe,4,38,183,4,23.1,56.9,16.7,20.9,11.9,24.3,20.3,11.1,32.5,14.1,4.1,16.5,24.7,3.1,30.5,37.9,0.7000000000000001,3.2,1.9,3.6,1.9,2.7,3.2,15.7,67.2,64.1,21.6,2.2,1.1,0.2,0.6000000000000001,1.8,2.9,-21.0,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Wenyen Gabriel,5,26,147,19,22.2,45.3,20.2,21.7,19.0,33.8,23.1,1.4,11.5,11.8,10.3,17.3,24.5,16.1,23.9,40.0,2.0,2.9,2.5,2.4,0.8,1.9,2.7,28.0,58.1,52.9,22.6,2.5,0.9,0.1,0.5,1.9,3.0,18.1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kendrick Nunn,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Justin Tillman,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B.J. Johnson,0,4,26,3,1.9,10.3,18.1,21.4,1.2,2.5,19.2,0.7000000000000001,1.7000000000000002,16.5,0.0,0.0,0.0,1.0,1.5,2.5,1.7000000000000002,2.6,2.2,0.0,0.0,0.2,0.0,0.7000000000000001,10.7,10.3,21.4,2.6,0.0,0.0,0.2,0.0,3.0,-4.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gary Clark,1,38,156,1,13.6,36.3,15.4,22.0,0.8,3.1,11.5,11.5,28.8,16.5,1.2,1.7000000000000002,28.8,3.9,27.6,37.1,1.1,3.4,2.2,3.1,2.2,1.2,1.7000000000000002,3.4,41.6,38.1,22.5,2.2,1.1,0.30000000000000004,0.30000000000000004,1.7000000000000002,2.0,-7.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Theo Pinson,0,20,61,3,2.4,16.1,14.8,20.1,0.7000000000000001,1.5,18.3,1.7000000000000002,12.4,13.7,1.7000000000000002,1.7000000000000002,41.2,0.30000000000000004,3.2,3.6,0.30000000000000004,2.4,1.3,2.9,0.8,0.30000000000000004,0.8,2.0,19.8,17.9,22.7,2.3,2.7,0.30000000000000004,0.2,1.8,2.5,-16.9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dakota Mathias,0,6,3,2,0.30000000000000004,1.0,13.7,20.6,0.0,0.0,0.0,0.30000000000000004,1.0,13.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,2.2,1.1,0.2,0.2,0.0,0.0,0.2,1.0,1.0,20.6,2.3,1.3,0.5,0.0,0.0,2.6,-4.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kelan Martin,1,30,185,15,28.8,70.5,16.9,19.5,19.8,39.6,20.6,3.7,30.9,12.1,1.5,2.2,28.5,2.9,15.7,22.7,0.7000000000000001,1.5,1.1,3.6,2.2,1.5,2.4,14.8,70.5,72.8,19.9,2.0,1.2,0.2,0.30000000000000004,1.2,3.2,-21.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordan McLaughlin,3,62,370,1,36.3,82.4,18.1,21.0,25.1,47.4,21.8,11.1,35.0,13.1,12.4,16.5,30.9,3.7,29.7,38.7,0.4,1.5,0.9,74.2,23.5,1.7000000000000002,15.7,22.2,96.0,89.7,22.1,2.7,10.8,0.5,0.2,2.5,2.0,15.2,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malcolm Hill,0,19,87,1,4.1,21.4,19.0,23.8,1.9,2.7,28.3,2.2,14.8,14.9,1.9,2.4,32.4,1.9,4.1,14.4,1.0,2.1,1.6,1.4,1.2,0.5,0.5,4.1,29.7,24.0,25.6,2.5,0.8,0.30000000000000004,0.2,0.8,2.2,-12.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brandon Goodwin,5,36,206,14,26.4,63.4,17.1,19.8,18.5,40.8,18.7,3.2,22.7,14.2,4.1,15.7,26.0,2.4,21.8,27.6,0.5,1.9,1.3,37.5,10.3,0.2,15.2,16.1,70.5,70.3,20.6,2.4,10.7,0.4,0.0,3.0,3.1,-21.8,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paul Watson Jr.,3,9,64,2,2.0,14.4,14.1,17.7,1.0,1.5,27.5,1.0,10.7,3.9,0.2,0.30000000000000004,20.6,0.5,4.1,11.1,0.30000000000000004,2.7,1.5,1.4,0.5,0.5,0.7000000000000001,1.7000000000000002,12.8,14.8,17.8,1.2,1.2,0.2,0.30000000000000004,1.7000000000000002,1.9,-23.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jock Landale,1,55,242,4,41.6,84.0,20.4,23.4,29.7,47.4,25.8,11.9,36.7,13.4,14.0,16.9,34.2,26.0,30.9,56.9,1.9,2.3,2.1,18.5,1.7000000000000002,2.4,12.8,21.8,109.2,91.5,24.6,3.2,1.8,0.1,0.30000000000000004,2.1,3.1,-6.2,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Emanuel Terry,0,3,3,2,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,2.5,19.9,16.6,18.2,0.30000000000000004,0.2,0.0,0.8,0.7000000000000001,0.0,0.8,0.0,0.1,2.1,0.5,0.0,20.6,4.0,-7.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Norvel Pelle,0,3,3,0,0.5,0.8,24.7,24.7,0.5,0.8,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,3.0,2.8,2.9,0.0,0.0,0.2,0.30000000000000004,0.2,1.0,0.8,24.7,2.3,0.0,0.0,0.8,11.8,2.7,-7.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Haywood Highsmith,1,19,67,3,2.7,19.0,14.3,17.9,1.2,3.1,16.0,1.5,11.5,13.2,0.30000000000000004,0.8,16.5,1.7000000000000002,2.7,10.7,1.2,1.9,1.5,1.0,0.30000000000000004,0.5,0.5,2.2,17.7,19.9,18.5,1.4,0.9,0.1,0.30000000000000004,1.0,2.4,-15.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Javonte Green,45,65,626,3,72.5,133.9,22.3,24.6,57.7,92.3,25.8,14.8,41.6,14.7,33.0,39.6,34.3,37.5,76.2,113.7,1.1,2.3,1.7000000000000002,24.7,26.8,13.2,12.8,54.4,192.8,151.3,26.3,2.7,0.9,0.4,0.30000000000000004,1.3,2.0,3.4,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jae'Sean Tate,77,78,846,3,149.6,300.3,20.5,22.2,123.6,217.1,23.4,26.0,83.2,12.9,53.6,75.8,29.1,55.6,117.4,173.0,1.2,2.6,1.9,91.5,29.7,16.9,57.3,117.8,378.6,333.7,23.4,2.9,2.9,0.30000000000000004,0.30000000000000004,2.5,3.3,-167.3,1.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chris Chiozza,1,34,153,23,4.1,33.4,12.2,16.3,1.2,11.5,10.3,2.9,21.8,13.2,0.30000000000000004,0.5,27.5,1.5,11.1,14.8,0.5,1.3,0.9,26.8,2.2,0.0,13.2,13.2,27.6,33.9,16.7,1.0,3.8,0.30000000000000004,0.0,11.5,2.3,-20.2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gabe Vincent,27,68,654,14,88.2,211.4,17.2,22.0,39.1,78.3,20.6,49.0,133.1,15.2,18.1,22.2,33.6,3.7,42.8,51.9,0.30000000000000004,1.2,0.8,86.5,25.1,2.0,40.4,65.1,243.5,221.1,22.7,2.1,3.3,0.30000000000000004,0.1,2.6,3.0,40.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jemerrio Jones,0,2,2,18,0.30000000000000004,0.5,27.5,27.5,0.30000000000000004,0.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.2,0.5,2.5,1.2,1.9,0.0,0.2,0.0,0.0,0.30000000000000004,0.7000000000000001,0.5,27.5,2.8,0.0,0.6000000000000001,0.0,0.0,1.5,-5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ja Morant,57,57,778,20,239.0,484.9,20.3,21.8,202.7,379.5,22.0,36.3,105.5,14.2,130.2,171.0,31.4,31.7,102.2,133.9,0.7000000000000001,2.4,1.5,158.2,27.2,3.7,80.8,35.4,644.4,560.2,23.7,12.2,14.1,0.30000000000000004,0.2,2.1,14.0,77.9,1.7000000000000002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
De'Andre Hunter,52,53,648,20,104.6,236.9,18.2,20.8,74.2,156.6,19.5,30.5,80.3,15.6,52.3,68.4,31.5,10.7,61.8,72.5,0.30000000000000004,1.8,1.0,28.0,14.8,3.6,28.4,63.9,292.1,267.0,22.5,2.2,1.0,0.2,0.2,1.6,3.4,11.1,0.30000000000000004,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Darius Garland,68,68,1001,1,223.3,483.3,19.0,22.1,151.6,296.2,21.1,71.7,187.0,15.8,88.6,99.3,36.8,16.1,76.2,92.3,0.30000000000000004,1.4,0.9,240.2,36.7,1.2,102.2,47.4,606.9,527.0,23.7,3.8,16.4,0.30000000000000004,0.0,2.8,11.6,154.9,11.9,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zion Williamson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RJ Barrett,70,70,995,10,200.6,491.9,16.8,19.2,143.8,325.5,18.2,56.9,166.4,14.1,119.5,167.3,29.4,27.2,140.9,168.1,0.5,2.6,1.5,85.7,17.7,2.7,62.2,58.5,577.6,565.5,21.1,2.8,2.5,0.2,0.1,1.7000000000000002,11.5,-60.2,0.7000000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jarrett Culver,0,37,139,2,21.0,55.6,15.6,17.4,16.1,36.3,18.3,2.0,19.4,10.5,2.7,14.0,19.4,2.2,14.4,19.8,0.7000000000000001,1.9,1.3,13.6,3.4,0.8,3.4,17.3,53.6,61.8,17.8,1.9,2.2,0.5,0.2,2.0,3.5,-7.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaxson Hayes,28,70,576,2,100.9,164.0,25.4,26.4,92.7,140.5,27.2,3.4,23.5,14.5,59.3,77.5,31.6,47.4,82.4,129.8,1.5,2.8,2.1,17.7,13.6,22.7,22.2,63.9,269.4,198.1,28.1,3.6,0.8,0.2,0.6000000000000001,1.7000000000000002,2.8,3.7,0.7000000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rui Hachimura,13,42,389,12,77.0,157.0,20.2,23.2,54.4,106.3,21.1,22.7,50.7,18.4,19.0,27.2,28.7,10.3,55.6,65.9,0.5,2.6,1.6,19.8,3.9,1.5,13.6,21.8,195.7,168.9,23.9,3.0,1.3,0.2,0.1,1.3,3.6,-52.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Cam Reddish,6,49,417,1,68.0,168.1,16.6,20.0,40.8,92.3,18.2,27.2,75.8,14.8,41.6,46.1,37.2,10.3,33.0,43.3,0.4,1.5,0.9,19.8,19.4,2.5,23.5,24.7,204.8,188.4,22.4,2.6,1.3,0.4,0.2,1.9,3.8,-89.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Romeo Langford,5,48,317,3,34.2,78.7,17.9,21.1,22.2,43.7,21.0,11.9,35.0,14.0,3.9,17.3,22.6,12.4,32.1,44.5,0.7000000000000001,1.8,1.2,3.6,3.7,2.7,2.7,19.4,89.8,86.3,21.4,1.8,0.6000000000000001,0.2,0.30000000000000004,1.2,2.1,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Grant Williams,21,77,772,15,84.5,178.0,19.6,24.6,40.8,71.7,23.4,43.7,106.3,16.9,35.4,39.1,37.3,26.4,86.5,112.9,0.6000000000000001,2.0,1.3,32.5,15.7,23.5,25.5,76.6,248.0,195.2,26.2,2.2,1.0,0.2,0.5,2.0,2.1,60.2,0.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P.J. Washington,28,65,727,15,103.0,219.2,19.4,23.6,57.7,95.2,25.0,45.3,124.0,15.0,23.9,33.4,29.5,33.8,105.1,138.8,0.8,2.6,1.7000000000000002,60.6,23.5,25.1,33.8,62.6,275.2,233.9,24.3,2.8,1.9,0.30000000000000004,0.6000000000000001,2.1,2.7,58.9,0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Coby White,17,61,690,22,114.9,265.3,17.8,22.2,58.9,119.9,20.2,56.0,145.4,15.9,32.1,37.5,35.3,2.9,68.0,75.0,0.2,1.9,1.0,72.5,11.9,1.9,28.8,56.4,318.1,281.8,23.2,2.5,2.5,0.1,0.1,1.6,3.4,-14.0,0.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sekou Doumbouya,0,2,3,4,0.8,1.4,25.8,30.9,0.7000000000000001,1.0,27.5,0.2,0.30000000000000004,20.6,0.5,0.7000000000000001,30.9,0.30000000000000004,0.7000000000000001,1.0,2.2,10.8,3.3,0.0,0.5,0.30000000000000004,0.30000000000000004,0.2,2.4,1.7000000000000002,28.8,18.5,0.0,1.5,1.8,2.9,12.8,4.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
