Name,Started,Games,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,PlusMinus,DoubleDoubles,TripleDoubles,Team_ATL,Team_BKN,Team_BOS,Team_CHA,Team_CHI,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GS,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NO,Team_NY,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SA,Team_SAC,Team_TOR,Team_UTA,Team_WAS,Position_C,Position_PF,Position_PG,Position_SF,Position_SG
Jake Layman,1,33,94,21,12.4,30.1,16.9,19.2,3.7,15.7,23.9,1.4,14.4,3.9,2.2,3.1,29.7,1.0,12.4,14.8,0.5,2.4,1.4,1.5,1.2,0.8,1.7000000000000002,2.0,33.4,33.3,20.6,2.0,0.9,0.2,0.4,1.9,2.8,-4.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Caris LeVert,49,58,733,4,156.1,351.8,18.3,20.3,122.4,246.4,20.5,33.8,105.5,13.2,60.2,79.5,31.1,17.7,70.5,88.2,0.5,1.8,1.1,102.2,21.0,3.9,44.5,54.0,406.2,386.8,21.6,3.1,3.9,0.2,0.2,1.8,10.8,-25.5,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Georges Niang,7,76,715,2,101.4,232.0,18.0,23.7,37.1,72.5,21.1,64.3,159.4,16.6,21.4,24.3,36.3,10.3,73.3,83.6,0.30000000000000004,1.9,1.1,42.0,12.4,2.2,24.3,78.3,288.4,242.7,24.5,2.1,1.5,0.1,0.1,1.5,2.9,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pascal Siakam,68,68,1062,22,245.6,497.3,20.4,21.6,214.7,407.5,21.7,30.9,89.8,14.2,117.0,156.1,30.9,52.7,186.2,239.0,0.9,3.4,2.1,148.3,35.0,17.3,74.6,92.7,639.0,566.0,23.2,3.9,3.9,0.30000000000000004,0.30000000000000004,2.0,10.7,104.6,12.4,0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tyrone Wallace,0,6,30,23,1.2,3.4,14.4,16.5,0.8,2.0,17.2,0.30000000000000004,1.4,10.3,0.2,0.8,3.4,0.0,1.4,1.4,0.0,2.1,1.0,0.2,0.5,0.2,0.30000000000000004,1.2,2.9,3.8,15.9,0.7000000000000001,0.30000000000000004,0.30000000000000004,0.2,1.4,2.4,-7.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abdel Nader,0,15,65,13,2.0,14.4,14.1,16.5,1.4,3.6,15.7,0.7000000000000001,2.4,11.8,1.0,1.7000000000000002,24.7,0.7000000000000001,3.9,11.1,0.5,2.6,1.5,1.2,1.4,0.7000000000000001,1.9,3.4,14.0,16.2,17.7,1.0,0.9,0.4,0.4,3.7,2.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Furkan Korkmaz,19,67,581,14,75.0,193.6,15.9,19.3,43.3,84.0,21.2,31.7,109.6,11.9,28.0,34.6,33.4,3.7,63.0,72.1,0.30000000000000004,2.0,1.2,52.3,13.6,1.5,19.8,23.9,209.7,208.9,20.7,2.1,2.2,0.2,0.1,1.5,3.0,11.5,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Petr Cornelie,0,13,15,23,0.8,2.5,13.7,16.5,0.7000000000000001,1.2,23.5,0.2,1.4,2.1,0.5,0.7000000000000001,30.9,1.2,1.2,2.4,3.6,3.4,3.5,0.5,0.2,0.2,0.7000000000000001,1.2,2.4,2.8,17.0,2.0,1.8,0.2,0.4,3.3,4.1,1.4,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gary Payton II,16,71,514,14,87.3,141.7,25.4,28.0,69.6,92.3,31.1,17.7,49.4,14.7,14.4,23.9,24.8,29.7,72.1,101.8,1.1,2.5,1.8,26.0,39.6,3.7,16.5,54.0,206.8,152.2,28.0,3.5,1.3,0.6000000000000001,0.30000000000000004,1.7000000000000002,2.4,75.0,0.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fred VanVleet,65,67,1014,17,182.1,452.0,16.6,21.1,82.4,187.5,18.1,99.7,264.5,15.5,79.9,91.5,36.0,18.1,100.9,119.1,0.30000000000000004,1.9,1.1,178.8,45.7,14.4,70.0,66.7,543.8,492.2,22.8,3.4,11.0,0.4,0.2,2.1,4.1,88.2,1.7000000000000002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bogdan Bogdanovic,27,63,761,18,140.9,327.1,17.8,22.1,71.3,138.0,21.3,69.6,189.1,15.2,40.0,47.4,34.7,11.9,91.1,103.0,0.30000000000000004,2.2,1.3,79.9,28.0,2.4,28.8,54.4,391.4,348.0,23.2,3.1,2.6,0.30000000000000004,0.1,1.3,3.7,79.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryan Arcidiacono,0,9,31,12,1.0,2.0,20.6,27.5,0.30000000000000004,0.5,27.5,0.7000000000000001,1.5,18.3,0.0,0.0,0.0,0.0,1.4,1.4,0.0,2.0,1.0,0.7000000000000001,0.2,0.0,0.5,0.8,2.7,2.0,27.5,1.2,1.3,0.1,0.0,3.4,1.5,-4.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Danuel House Jr.,7,42,299,23,33.0,81.6,16.6,21.2,14.8,33.4,18.3,18.1,48.2,15.5,18.1,23.9,31.3,3.1,38.3,45.7,0.5,2.3,1.4,18.1,3.6,2.9,13.6,21.0,102.2,92.1,22.9,2.1,1.4,0.2,0.30000000000000004,2.2,2.6,26.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tomas Satoransky,13,55,373,3,29.7,78.7,15.5,16.8,25.1,56.9,18.2,1.9,21.8,3.5,17.7,22.2,32.8,11.1,40.8,51.9,0.6000000000000001,2.0,1.3,75.8,11.9,0.8,19.0,29.3,81.6,88.5,19.0,2.0,11.0,0.30000000000000004,0.1,3.0,2.2,-67.2,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Dorian Finney-Smith,80,80,1089,18,134.3,285.1,19.4,24.5,63.4,105.9,24.7,70.9,179.2,16.3,23.1,34.2,27.8,50.3,104.2,154.5,0.9,1.8,1.3,61.8,36.3,16.1,33.0,75.4,362.6,300.2,24.9,2.4,1.4,0.30000000000000004,0.2,1.7000000000000002,2.4,99.3,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bryn Forbes,2,75,529,13,95.2,222.1,17.7,22.3,44.9,100.5,18.4,50.3,121.5,17.1,32.5,35.8,37.4,1.7000000000000002,34.2,38.3,0.2,1.2,0.7000000000000001,30.9,10.3,0.8,23.1,39.1,273.2,237.8,23.6,2.5,1.4,0.2,0.1,1.5,3.7,10.3,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Selden,0,3,3,1,0.2,0.7000000000000001,10.3,20.6,0.0,0.30000000000000004,0.0,0.2,0.30000000000000004,20.6,0.30000000000000004,0.7000000000000001,20.6,0.0,0.2,0.2,0.0,1.0,0.5,0.2,0.0,0.0,0.0,0.2,0.8,1.0,17.2,0.9,1.2,0.0,0.0,0.0,2.3,-5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cat Barber,0,3,2,21,0.0,0.7000000000000001,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.2,0.30000000000000004,0.5,1.5,2.9,2.2,0.5,0.0,0.0,0.2,0.2,0.0,1.0,0.0,-4.3,11.1,0.0,0.0,2.5,3.9,1.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Damion Lee,5,63,517,12,69.6,157.8,18.2,21.5,43.7,80.8,22.3,26.0,77.0,13.9,27.2,30.9,36.3,11.1,72.1,83.2,0.4,2.5,1.5,26.0,15.7,1.0,15.7,39.1,192.4,171.4,23.1,2.3,1.2,0.30000000000000004,0.1,1.4,2.7,38.3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shaquille Harrison,0,2,4,14,0.30000000000000004,1.0,13.7,13.7,0.30000000000000004,0.7000000000000001,20.6,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.2,0.5,0.7000000000000001,0.8,2.4,1.6,0.5,0.2,0.2,0.30000000000000004,0.5,0.7000000000000001,1.0,13.7,1.0,2.8,0.4,0.7000000000000001,10.3,2.5,-1.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Derrick Jones Jr.,8,51,370,10,43.3,80.3,22.2,24.3,35.0,55.2,26.1,3.4,25.1,13.5,23.1,28.8,33.0,24.7,44.9,69.6,1.3,2.3,1.8,12.4,10.3,13.6,12.4,43.3,117.8,93.0,26.1,2.5,0.8,0.2,0.5,2.0,2.1,16.9,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alex Caruso,18,41,472,18,42.0,105.5,16.4,19.8,24.7,53.6,19.0,17.3,51.9,13.7,23.9,30.1,32.8,13.6,47.4,61.0,0.6000000000000001,1.9,1.2,68.0,29.3,2.5,23.5,43.7,125.2,118.7,21.8,2.3,3.1,0.5,0.2,2.8,2.3,45.3,0.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Nwaba,4,46,250,22,35.0,72.5,19.9,21.5,28.8,52.3,22.7,2.5,20.2,12.6,19.8,27.6,29.5,16.9,45.3,62.2,1.2,3.4,2.3,14.4,11.5,3.4,3.6,22.7,96.0,84.7,23.4,3.1,1.4,0.4,0.5,1.6,2.7,-48.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamidou Diallo,29,58,522,14,107.5,216.7,20.4,21.3,98.1,178.4,22.7,3.9,38.3,10.2,37.5,57.7,26.8,28.4,85.7,114.1,0.9,3.2,2.0,30.1,29.3,2.9,23.9,58.9,262.0,242.1,22.3,3.2,1.7000000000000002,0.5,0.2,1.5,3.7,-86.1,0.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lonzo Ball,35,35,499,0,66.7,157.8,17.4,23.4,21.4,50.7,17.4,45.3,107.1,17.4,3.6,11.5,30.9,14.4,63.9,78.3,0.6000000000000001,2.4,1.5,73.3,26.4,12.8,33.8,35.0,187.5,162.9,23.7,2.9,3.4,0.4,0.4,2.9,3.0,33.4,0.5,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
De'Aaron Fox,59,59,857,4,212.6,449.9,19.5,20.8,182.1,347.3,21.6,30.5,102.6,12.2,107.5,143.4,30.9,10.3,84.9,95.2,0.2,1.8,1.0,136.0,28.0,10.3,69.2,70.9,563.2,513.0,22.6,3.6,11.0,0.30000000000000004,0.2,2.0,12.1,-79.5,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Markelle Fultz,3,18,148,18,34.2,72.1,19.5,20.0,32.5,65.1,20.6,0.7000000000000001,2.9,4.0,10.3,12.8,33.2,0.7000000000000001,18.5,20.2,0.2,2.2,1.2,40.8,3.4,0.8,16.5,3.7,80.3,77.7,21.3,3.7,20.1,0.5,0.2,3.0,11.4,-15.2,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dennis Smith Jr.,4,37,263,12,32.5,77.9,17.2,17.9,30.1,66.7,18.6,1.0,11.1,3.8,17.3,26.4,27.0,3.4,28.0,36.3,0.6000000000000001,2.1,1.3,54.4,18.5,2.0,21.0,21.4,84.9,89.5,19.6,2.6,12.6,0.6000000000000001,0.30000000000000004,3.2,3.1,-56.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Josh Jackson,3,51,342,3,49.4,123.6,16.5,18.7,35.8,70.0,21.1,13.6,53.6,10.5,22.7,31.7,29.4,3.6,49.4,58.1,0.5,2.7,1.6,22.2,10.7,3.7,19.4,36.3,135.1,137.6,20.2,2.0,1.6,0.30000000000000004,0.4,2.1,3.4,-64.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jayson Tatum,76,76,1124,4,291.7,644.4,18.7,21.7,196.9,376.2,21.6,94.8,268.2,14.5,164.8,193.2,35.1,35.0,215.9,250.9,0.6000000000000001,3.4,2.0,137.6,30.9,20.2,89.4,71.7,843.0,729.4,23.8,10.6,3.6,0.2,0.30000000000000004,1.9,13.3,274.8,3.7,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jonathan Isaac,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lauri Markkanen,61,61,773,14,129.0,289.6,18.3,22.3,72.9,133.1,22.6,56.0,156.6,14.7,56.9,65.5,35.8,24.3,117.8,142.1,0.6000000000000001,2.8,1.7000000000000002,33.4,19.0,12.4,22.2,53.6,370.8,318.5,24.0,2.9,1.1,0.2,0.2,1.1,3.3,70.9,0.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frank Ntilikina,5,58,282,15,36.7,91.9,16.4,19.9,21.0,46.1,18.7,15.7,45.7,14.1,4.1,10.3,39.6,2.0,27.6,32.5,0.30000000000000004,1.8,1.1,28.4,11.1,1.2,12.8,25.1,98.9,96.4,21.1,2.1,2.5,0.30000000000000004,0.2,2.0,3.0,26.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malik Monk,38,76,881,14,161.1,340.3,19.5,23.9,89.8,158.2,23.4,71.3,182.1,16.1,38.3,48.2,32.8,15.2,90.2,105.5,0.30000000000000004,1.9,1.1,89.8,25.1,11.9,50.3,56.9,431.8,361.5,24.6,2.9,2.6,0.2,0.2,2.1,3.4,21.8,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zach Collins,4,28,207,0,31.3,63.9,20.2,22.0,25.5,47.0,22.4,2.4,16.9,14.0,21.4,26.8,33.0,19.0,44.1,63.0,1.6,3.8,2.7,25.1,2.2,3.9,18.5,27.6,89.8,75.6,24.5,3.3,2.8,0.2,0.7000000000000001,3.3,3.3,15.7,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
John Collins,53,54,685,18,139.7,265.3,21.7,23.7,113.3,192.8,24.2,26.4,72.5,15.0,55.2,69.6,32.7,38.3,135.5,173.9,1.0,3.7,2.4,40.4,13.6,23.1,24.7,67.6,360.9,296.0,25.1,3.7,1.5,0.2,0.5,1.3,3.5,14.8,2.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bam Adebayo,56,56,752,3,167.3,300.8,22.9,22.9,167.3,297.9,23.2,0.0,1.2,0.0,105.5,140.1,31.0,56.4,175.9,232.4,1.5,10.7,3.0,78.3,33.0,18.1,61.0,70.5,440.0,362.4,25.0,10.3,3.0,0.4,0.4,2.4,10.4,123.6,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jarrett Allen,56,56,745,14,152.0,224.5,27.9,28.0,151.6,220.4,28.3,0.2,1.7000000000000002,1.7000000000000002,68.0,96.0,29.2,79.1,168.9,248.0,2.0,10.1,3.1,37.9,18.1,30.9,38.7,40.0,372.4,266.8,28.8,10.6,1.4,0.2,0.6000000000000001,2.2,3.1,55.6,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OG Anunoby,48,48,712,4,127.3,287.2,18.3,21.6,79.9,156.6,21.1,47.4,130.6,15.0,36.7,48.6,31.1,30.5,78.3,108.8,0.7000000000000001,2.1,1.4,51.5,29.3,10.3,33.0,54.0,338.7,308.6,22.6,2.9,1.9,0.4,0.2,1.6,3.5,56.9,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Luke Kennard,13,70,791,2,118.2,263.3,18.5,24.6,40.0,89.0,18.5,78.3,174.3,18.5,28.4,31.7,36.9,3.4,86.5,94.8,0.2,1.9,1.1,60.2,17.3,1.0,24.7,41.6,343.2,277.2,25.5,2.7,1.9,0.2,0.0,1.4,2.9,75.4,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D.J. Wilson,1,4,22,1,1.9,2.5,30.2,30.2,1.9,2.2,34.9,0.0,0.30000000000000004,0.0,1.4,1.7000000000000002,33.0,0.2,2.5,2.7,0.30000000000000004,13.1,2.7,0.8,0.8,0.2,0.30000000000000004,1.0,12.4,3.3,31.7,12.6,2.5,0.8,0.30000000000000004,1.6,2.9,-6.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Donovan Mitchell,67,67,933,2,254.2,566.9,18.5,22.0,158.6,297.5,22.0,95.6,269.4,14.6,110.0,129.0,35.1,22.7,93.5,116.2,0.5,1.8,1.2,147.5,40.8,2.0,82.4,67.6,714.0,623.7,23.6,10.4,11.4,0.4,0.1,2.0,13.7,113.7,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Justin Jackson,0,7,15,12,0.8,2.5,13.7,16.5,0.30000000000000004,1.0,13.7,0.5,1.5,13.7,0.30000000000000004,0.30000000000000004,41.2,0.2,1.0,1.2,0.5,2.9,1.7000000000000002,0.30000000000000004,0.0,0.0,0.2,0.5,2.5,2.7,19.3,1.8,1.2,0.0,0.0,1.0,3.4,-5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jordan Bell,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,23.1,0.0,11.5,0.0,0.2,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frank Jackson,7,53,479,4,79.9,199.0,16.6,20.2,44.5,84.0,21.8,35.4,114.9,12.7,35.4,42.8,34.1,3.2,28.0,35.8,0.30000000000000004,1.1,0.7000000000000001,22.7,11.1,1.5,15.7,36.7,230.7,217.8,21.8,2.2,1.3,0.2,0.1,1.1,3.6,-76.2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wesley Iwundu,1,3,34,2,1.4,3.1,18.3,22.9,0.8,2.2,15.9,0.5,0.8,24.7,0.5,0.7000000000000001,30.9,0.5,1.7000000000000002,2.2,0.7000000000000001,2.2,1.5,0.0,0.2,0.0,0.2,1.4,3.7,3.4,22.7,1.4,0.0,0.1,0.0,0.8,1.9,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thomas Bryant,9,27,181,2,31.7,61.0,21.4,23.1,26.8,43.7,25.3,2.0,17.3,11.8,14.4,16.5,36.0,10.7,33.8,44.5,1.1,3.5,2.3,3.9,1.0,3.6,3.2,17.7,82.8,68.2,25.0,3.2,1.3,0.1,0.7000000000000001,1.7000000000000002,3.2,-30.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Josh Hart,53,54,737,21,118.2,234.4,20.8,23.4,88.2,146.7,24.8,30.1,87.8,14.1,65.9,86.9,31.2,25.5,134.3,159.9,0.6000000000000001,3.5,2.0,92.3,25.1,2.2,47.0,61.8,332.5,272.7,25.1,3.2,3.3,0.30000000000000004,0.1,2.5,3.2,-81.6,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Derrick White,53,75,906,20,138.8,329.6,17.3,20.3,91.5,177.6,21.2,47.4,152.0,12.9,83.6,96.8,35.6,15.7,91.9,107.5,0.30000000000000004,1.8,1.1,150.8,26.4,23.9,49.0,70.9,408.7,372.2,22.6,3.0,4.1,0.2,0.4,2.0,3.5,83.2,0.30000000000000004,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tony Bradley,7,56,226,11,29.7,50.7,24.1,24.1,29.7,50.7,24.1,0.0,0.0,0.0,3.2,11.9,27.0,27.6,49.0,76.6,2.3,4.1,3.2,11.1,1.7000000000000002,13.6,14.0,25.5,67.2,55.9,24.7,2.8,1.1,0.2,0.9,3.4,2.3,28.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kyle Kuzma,66,66,907,15,174.3,385.6,18.6,21.4,121.5,231.1,21.7,52.7,154.5,14.0,64.3,90.2,29.3,28.8,202.3,231.1,0.6000000000000001,10.0,2.4,96.0,17.3,23.5,69.6,52.7,465.6,425.3,22.5,3.1,2.8,0.2,0.4,2.4,10.0,-114.9,4.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Davon Reed,5,48,275,17,33.4,66.3,20.7,25.6,18.1,30.9,24.2,15.2,35.4,17.7,1.7000000000000002,2.5,27.5,2.4,38.7,44.5,0.4,2.6,1.5,21.8,4.1,1.5,2.7,26.0,86.1,69.1,25.7,2.4,1.8,0.30000000000000004,0.2,1.5,2.1,-10.7,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Damyean Dotson,0,2,3,13,0.30000000000000004,0.7000000000000001,20.6,20.6,0.30000000000000004,0.5,27.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,1.8,0.9,0.2,0.0,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,20.6,1.3,1.2,0.0,0.0,0.0,1.5,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sterling Brown,3,49,259,4,24.3,63.9,15.7,19.4,12.8,26.0,20.3,11.5,37.9,12.5,2.4,2.5,38.4,10.7,50.7,61.4,0.8,3.7,2.2,14.0,2.4,1.2,3.9,23.1,65.9,66.6,20.4,1.7000000000000002,1.3,0.2,0.2,2.1,2.3,13.2,0.30000000000000004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Semi Ojeleye,0,31,167,18,12.4,40.8,12.5,15.8,2.5,20.2,12.6,2.5,20.6,12.4,3.9,11.9,32.7,11.1,19.4,30.5,1.2,2.0,1.6,1.5,1.2,1.0,1.5,12.4,40.4,46.0,18.0,1.4,0.5,0.1,0.2,1.3,2.2,-58.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
